0.303550720 0.000000000 0.000000000 0.000000000 1.000000000 0.000000000 0.000000000 0.000000000
0.547538757 -0.001792314 0.002231423 -0.004688758 0.999999363 -0.000740346 0.000552862 -0.000648755
0.794154167 -0.001655510 0.002463853 -0.005393086 0.999999630 -0.000687381 0.000138497 -0.000499242
1.050589561 -0.000510391 -0.002266414 -0.002997713 0.999999675 -0.000318073 -0.000721601 -0.000170452
1.300270081 -0.000061388 -0.003479019 -0.003538590 0.999999967 -0.000253611 -0.000043873 0.000008804
1.548483133 -0.002519276 -0.003859418 -0.003234808 0.999999599 0.000225840 0.000688826 -0.000525503
1.802918673 -0.003918076 -0.000518132 -0.009248245 0.999998196 -0.000115232 0.001652503 -0.000929611
2.049055338 -0.002024051 0.000228647 -0.004688103 0.999999674 -0.000753125 -0.000120204 -0.000266375
2.304173946 0.000850363 0.000505343 -0.001156214 0.999999408 -0.000211091 -0.001052186 -0.000177368
2.550885439 -0.000436028 -0.001185604 -0.000866047 0.999999735 -0.000042680 -0.000110134 -0.000717709
2.816209555 -0.003348979 -0.003102892 -0.003833357 0.999999598 -0.000093810 0.000293826 -0.000842000
3.044200897 -0.004487432 -0.003270949 -0.004540235 0.999999303 0.000322725 -0.000336966 -0.001084123
3.314999342 -0.001126643 -0.004210166 -0.002231657 0.999999082 0.000817304 -0.000400248 -0.001004071
3.570765495 0.001111847 -0.000594676 0.001997616 0.999999712 -0.000367232 -0.000581941 0.000320517
3.803300619 0.000349761 -0.000889188 -0.000326056 0.999999725 -0.000713864 -0.000082586 0.000184968
4.049877644 -0.001137293 -0.002942220 -0.005176604 0.999999665 0.000018332 0.000268925 -0.000772950
4.306054115 -0.003536060 -0.002474847 -0.004560905 0.999999976 -0.000024662 0.000106591 -0.000192420
4.606439352 -0.000868645 0.002038031 -0.001021879 0.999999575 -0.000415234 -0.000351703 0.000744064
4.794338226 -0.000278647 0.000726067 0.001111837 0.999999653 -0.000684053 -0.000408157 0.000245197
5.063078165 -0.001248652 -0.002233723 0.000888870 0.999999399 -0.000498571 -0.000939151 -0.000268310
5.302482367 -0.001580008 -0.005410021 -0.001788619 0.999999748 0.000316718 -0.000494591 -0.000399082
5.563088894 -0.002617864 -0.003131067 -0.004409906 0.999999738 0.000092363 0.000442119 -0.000566155
5.808444977 -0.003612621 0.002220457 -0.002108940 0.999999749 -0.000682072 -0.000089619 -0.000170354
6.065197945 -0.002767935 0.002793496 0.000063846 0.999999875 -0.000224456 -0.000360125 -0.000265608
6.303851366 -0.000884846 -0.000289334 -0.000986386 0.999999696 0.000142313 -0.000413977 -0.000646021
6.562877417 0.001797213 -0.002890259 -0.002660240 0.999998787 0.000191198 -0.000305711 -0.001515306
6.808895826 0.000867828 -0.003665838 -0.001550923 0.999999576 0.000070097 -0.000534169 -0.000746491
7.058123589 -0.001394117 -0.000471690 -0.002049661 0.999999798 -0.000315096 -0.000186250 -0.000520124
7.307625532 -0.001991071 -0.000551642 -0.001849344 0.999999740 -0.000198637 -0.000473040 -0.000506682
7.566478252 -0.000692358 -0.001930375 -0.004536812 0.999999658 -0.000026620 0.000484962 -0.000669021
7.801621675 0.000916434 -0.001692604 -0.002187013 0.999999855 -0.000110614 0.000373086 -0.000372109
8.049990892 -0.000695631 -0.001972421 -0.001938105 0.999999961 -0.000006498 0.000159135 -0.000227927
8.306289911 -0.002339467 -0.001073372 -0.000986043 0.999999977 -0.000127019 -0.000172108 -0.000023293
8.563519239 -0.001873788 -0.002597451 -0.000552248 0.999999840 0.000131371 -0.000324489 -0.000445344
8.824077129 -0.001015041 -0.001089013 0.000785087 0.999999275 -0.000083869 -0.001109277 -0.000460081
9.050902843 0.000532713 0.000159339 -0.002971193 0.999999941 0.000017727 -0.000139778 -0.000314533
9.307313681 0.000461221 -0.000241939 -0.005513314 0.999999654 -0.000137627 0.000599545 -0.000559543
9.555784464 -0.001594377 -0.001916099 -0.005233732 0.999999535 -0.000202332 0.000372799 -0.000865718
9.850755692 -0.002797408 -0.003718401 -0.001211649 0.999999711 0.000457830 -0.000444084 -0.000413887
10.058435678 -0.000386461 -0.001997183 0.002396497 0.999999397 -0.000358096 -0.000881931 0.000547331
10.308972836 -0.000067644 -0.000206004 -0.000701077 0.999999828 -0.000547026 -0.000199561 0.000067515
10.566805363 -0.001580940 -0.001938871 -0.004405990 0.999999904 -0.000188911 0.000301684 -0.000253704
10.805313587 -0.001447886 -0.000911682 -0.004675769 0.999999825 0.000093129 0.000235703 -0.000535295
11.094624281 0.000329399 -0.000517821 -0.000469111 0.999999688 -0.000020375 -0.000374481 -0.000695752
11.309997082 -0.000240437 -0.004000753 -0.001382249 0.999999628 0.000484697 -0.000145646 -0.000697831
11.559914589 -0.003475769 -0.003103272 -0.004443500 0.999999788 -0.000054023 0.000381774 -0.000523853
11.831252337 -0.004077533 -0.001406380 -0.004390048 0.999999877 -0.000463297 0.000155264 0.000085132
12.051094294 -0.002146512 0.001270699 -0.000043520 0.999999469 -0.000869845 -0.000326801 0.000446546
12.324355602 -0.000491043 0.001973809 0.001106339 0.999999599 -0.000891599 -0.000000174 -0.000088752
12.558355093 -0.000663709 -0.003676051 -0.001741097 0.999999370 -0.000043514 -0.000077035 -0.001119329
12.813370705 -0.001968871 -0.004981147 -0.004724782 0.999999409 0.000018939 -0.000393613 -0.001013117
13.078775406 -0.000844334 -0.005089360 -0.004860518 0.999999903 -0.000023796 -0.000149972 -0.000414523
13.306398630 -0.001306511 -0.002296996 -0.000847233 0.999999904 -0.000194940 -0.000067505 0.000386952
